order_time,store_id,product,quantity,unit_price,amount,payment_type
2025-09-01 11:31:19,S004,Thingamajig,3,74.83,224.49,CARD
2025-09-01 08:34:05,S007,Apparatus,5,104.87,524.35,UPI
2025-09-01 17:53:14,S009,Thingamajig,4,94.39,377.56,CASH
2025-09-01 17:20:09,S007,Whatsit,5,64.02,320.1,CASH
2025-09-01 16:02:23,S005,Gadget,1,168.87,168.87,CASH
2025-09-01 16:01:48,S007,Apparatus,3,98.24,294.72,UPI
2025-09-01 08:57:10,S005,Apparatus,4,81.02,324.08,CASH
2025-09-01 16:04:00,S006,Contraption,3,116.55,349.65,CARD
2025-09-01 18:46:29,S005,Thingamajig,3,71.81,215.43,UPI
2025-09-01 13:27:54,S007,Whatsit,4,62.42,249.68,CASH
2025-09-01 08:26:59,S004,Gadget,4,151.06,604.24,UPI
2025-09-01 11:20:45,S006,Contraption,1,122.0,122.0,WALLET
2025-09-01 12:33:24,S001,Thingamajig,5,91.47,457.35,CASH
2025-09-01 08:44:32,S007,Gadget,3,173.29,519.87,UPI
2025-09-01 17:29:42,S002,Whatsit,1,62.21,62.21,CARD
2025-09-01 10:39:05,S001,Gadget,1,142.22,142.22,UPI
2025-09-01 12:40:00,S007,Doohickey,1,21.17,21.17,UPI
2025-09-01 16:39:01,S009,Thingamajig,4,91.98,367.92,CARD
2025-09-01 10:07:29,S006,Apparatus,5,105.01,525.05,UPI
2025-09-01 13:23:08,S002,Apparatus,1,81.38,81.38,UPI
2025-09-01 21:17:44,S006,Contraption,3,142.52,427.56,WALLET
2025-09-01 19:53:35,S005,Widget,4,93.62,374.48,UPI
2025-09-01 13:09:21,S005,Widget,2,91.91,183.82,CARD
2025-09-01 18:52:27,S005,Contraption,4,154.21,616.84,WALLET
2025-09-01 10:47:05,S008,Thingamajig,1,84.38,84.38,CARD
2025-09-01 19:10:13,S006,Gadget,5,169.0,845.0,CARD
2025-09-01 12:02:41,S007,Gadget,5,165.17,825.85,CASH
2025-09-01 21:41:57,S005,Thingamajig,2,74.6,149.2,WALLET
2025-09-01 17:04:10,S002,Whatsit,3,69.53,208.59,CARD
2025-09-01 20:14:08,S002,Contraption,1,131.27,131.27,CASH
2025-09-01 21:15:39,S001,Thingamajig,1,93.47,93.47,WALLET
2025-09-01 19:37:47,S006,Thingamajig,2,89.59,179.18,CASH
2025-09-01 17:49:51,S001,Whatsit,2,60.44,120.88,WALLET
2025-09-01 22:03:39,S006,Doodad,1,44.76,44.76,CARD
2025-09-01 16:00:58,S005,Doohickey,1,22.63,22.63,WALLET
2025-09-01 14:36:27,S007,Contraption,3,140.61,421.83,WALLET
2025-09-01 08:27:03,S007,Apparatus,4,100.09,400.36,WALLET
2025-09-01 14:27:26,S004,Contraption,2,147.37,294.74,WALLET
2025-09-01 22:07:52,S004,Doodad,2,36.77,73.54,WALLET
2025-09-01 20:40:44,S002,Apparatus,1,96.72,96.72,CASH
2025-09-01 17:30:48,S007,Widget,3,104.19,312.57,CARD
2025-09-01 18:03:45,S003,Doohickey,4,18.1,72.4,CASH
2025-09-01 10:30:22,S002,Widget,1,94.13,94.13,CASH
2025-09-01 14:39:57,S009,Contraption,3,123.64,370.92,UPI
2025-09-01 09:23:21,S007,Contraption,3,148.04,444.12,CARD
2025-09-01 21:29:30,S010,Doodad,4,41.02,164.08,UPI
2025-09-01 16:38:33,S006,Gadget,4,135.09,540.36,WALLET
2025-09-01 12:02:28,S010,Thingamajig,3,82.17,246.51,CASH
2025-09-01 10:43:13,S007,Doohickey,2,21.02,42.04,UPI
2025-09-01 15:24:03,S005,Whatsit,2,60.41,120.82,WALLET
2025-09-01 16:01:05,S008,Gadget,3,149.46,448.38,CARD
2025-09-01 10:15:56,S005,Thingamajig,2,72.89,145.78,CASH
2025-09-01 18:14:35,S007,Doodad,3,46.56,139.68,CARD
2025-09-01 08:12:30,S009,Doodad,5,46.75,233.75,CASH
2025-09-01 20:08:40,S006,Thingamajig,1,86.65,86.65,CARD
2025-09-01 18:59:21,S003,Whatsit,1,65.84,65.84,CASH
2025-09-01 21:00:07,S007,Doohickey,1,20.15,20.15,UPI
2025-09-01 20:49:27,S010,Widget,4,103.47,413.88,UPI
2025-09-01 13:20:12,S008,Gadget,5,145.19,725.95,CASH
2025-09-01 22:49:19,S008,Doodad,4,39.75,159.0,UPI
2025-09-01 11:17:50,S001,Apparatus,1,92.35,92.35,WALLET
2025-09-01 21:41:05,S010,Doohickey,3,21.03,63.09,UPI
2025-09-01 17:42:32,S007,Whatsit,2,68.02,136.04,WALLET
2025-09-01 19:06:21,S001,Gadget,2,165.09,330.18,UPI
2025-09-01 13:00:45,S010,Contraption,5,121.59,607.95,UPI
2025-09-01 22:49:28,S002,Gadget,5,172.74,863.7,WALLET
2025-09-01 12:41:04,S002,Doodad,5,38.88,194.4,CARD
2025-09-01 16:39:49,S001,Thingamajig,4,73.07,292.28,UPI
2025-09-01 10:15:11,S010,Whatsit,4,65.83,263.32,CASH
2025-09-01 14:54:38,S006,Widget,1,116.86,116.86,CASH
2025-09-01 15:59:20,S009,Widget,3,104.52,313.56,UPI
2025-09-01 20:32:17,S002,Gadget,2,174.43,348.86,WALLET
2025-09-01 16:29:56,S007,Whatsit,1,57.93,57.93,CARD
2025-09-01 14:46:59,S004,Contraption,1,142.43,142.43,CASH
2025-09-01 11:20:47,S001,Whatsit,4,64.46,257.84,CARD
2025-09-01 08:59:16,S003,Widget,3,115.5,346.5,CASH
2025-09-01 08:32:16,S005,Doohickey,2,19.55,39.1,CARD
2025-09-01 22:07:01,S006,Apparatus,1,102.35,102.35,WALLET
2025-09-01 08:43:44,S010,Apparatus,4,84.57,338.28,CARD
2025-09-01 12:11:01,S006,Apparatus,3,92.61,277.83,WALLET
2025-09-01 21:07:05,S002,Contraption,4,137.49,549.96,UPI
2025-09-01 13:13:07,S009,Thingamajig,3,85.99,257.97,UPI
2025-09-01 09:55:29,S008,Thingamajig,5,86.55,432.75,UPI
2025-09-01 17:43:29,S002,Whatsit,5,68.66,343.3,CARD
2025-09-01 20:00:58,S005,Doohickey,5,21.04,105.2,UPI
2025-09-01 08:01:40,S008,Apparatus,3,99.57,298.71,WALLET
2025-09-01 20:14:49,S005,Doodad,5,39.85,199.25,CARD
2025-09-01 09:38:05,S004,Contraption,2,136.57,273.14,UPI
2025-09-01 08:11:31,S009,Doohickey,3,17.78,53.34,CASH
2025-09-01 18:56:40,S006,Thingamajig,1,87.59,87.59,CASH
2025-09-01 21:07:00,S001,Gadget,1,159.35,159.35,UPI
2025-09-01 10:58:15,S003,Apparatus,5,83.71,418.55,CASH
2025-09-01 11:53:17,S005,Gadget,2,159.99,319.98,CARD
2025-09-01 15:19:54,S001,Doohickey,5,20.86,104.3,CASH
2025-09-01 08:35:30,S003,Whatsit,3,58.28,174.84,CASH
2025-09-01 21:34:58,S003,Doodad,4,39.21,156.84,CASH
2025-09-01 15:38:20,S001,Apparatus,1,93.03,93.03,UPI
2025-09-01 12:20:45,S009,Apparatus,3,91.09,273.27,CASH
2025-09-01 11:12:54,S002,Apparatus,5,100.6,503.0,CARD
2025-09-01 11:38:57,S004,Gadget,4,160.06,640.24,CASH
2025-09-01 16:49:41,S007,Whatsit,1,67.2,67.2,CARD
2025-09-01 16:17:04,S003,Widget,3,112.66,337.98,WALLET
2025-09-01 15:27:55,S002,Doodad,3,41.92,125.76,CASH
2025-09-01 22:39:59,S005,Doodad,1,38.45,38.45,WALLET
2025-09-01 10:14:14,S009,Doodad,1,46.44,46.44,CASH
2025-09-01 10:24:37,S002,Doodad,1,39.04,39.04,CARD
2025-09-01 10:28:17,S006,Doohickey,5,19.32,96.6,CASH
2025-09-01 21:28:54,S010,Whatsit,3,57.11,171.33,WALLET
2025-09-01 08:26:54,S006,Gadget,2,171.21,342.42,CASH
2025-09-01 22:47:53,S005,Widget,1,96.92,96.92,CASH
2025-09-01 19:47:32,S004,Gadget,1,155.49,155.49,CARD
2025-09-01 13:25:09,S004,Widget,3,105.56,316.68,CARD
2025-09-01 14:20:26,S004,Whatsit,5,67.95,339.75,WALLET
2025-09-01 10:10:10,S008,Thingamajig,4,74.78,299.12,WALLET
2025-09-01 17:10:52,S004,Whatsit,2,69.89,139.78,WALLET
2025-09-01 14:37:20,S008,Thingamajig,5,87.3,436.5,CARD
2025-09-01 12:20:36,S007,Thingamajig,5,78.87,394.35,CARD
2025-09-01 13:04:11,S002,Doohickey,2,20.1,40.2,CASH
2025-09-01 17:32:12,S009,Apparatus,3,102.84,308.52,WALLET
2025-09-01 12:00:47,S002,Doodad,1,46.06,46.06,WALLET
2025-09-01 20:54:27,S006,Doohickey,5,19.38,96.9,CASH
2025-09-01 20:50:19,S009,Contraption,3,147.32,441.96,CASH
2025-09-01 21:46:00,S006,Gadget,3,172.48,517.44,CASH
2025-09-01 11:35:51,S009,Gadget,5,174.17,870.85,WALLET
2025-09-01 19:08:20,S002,Doohickey,5,19.13,95.65,WALLET
2025-09-01 21:02:27,S007,Apparatus,3,98.34,295.02,CARD
2025-09-01 18:55:44,S004,Doohickey,3,22.17,66.51,WALLET
2025-09-01 10:33:16,S005,Doodad,1,39.69,39.69,UPI
2025-09-01 17:47:13,S006,Doohickey,2,19.35,38.7,CASH
2025-09-01 22:12:27,S006,Thingamajig,2,74.82,149.64,WALLET
2025-09-01 22:45:36,S010,Apparatus,4,98.69,394.76,WALLET
2025-09-01 18:51:02,S001,Doodad,2,45.93,91.86,CASH
2025-09-01 20:30:48,S004,Widget,5,95.54,477.7,UPI
2025-09-01 09:24:23,S003,Widget,4,103.34,413.36,CARD
2025-09-01 20:16:47,S009,Thingamajig,1,71.6,71.6,UPI
2025-09-01 09:15:32,S005,Contraption,1,148.43,148.43,WALLET
2025-09-01 16:41:26,S003,Thingamajig,1,82.55,82.55,CASH
2025-09-01 09:04:38,S009,Contraption,4,146.59,586.36,UPI
2025-09-01 12:25:33,S001,Contraption,2,122.36,244.72,WALLET
2025-09-01 21:25:34,S005,Contraption,2,122.22,244.44,CARD
2025-09-01 17:27:58,S007,Thingamajig,3,88.5,265.5,CASH
2025-09-01 20:40:57,S002,Whatsit,4,53.46,213.84,CASH
2025-09-01 21:38:04,S004,Doohickey,2,20.47,40.94,WALLET
2025-09-01 19:49:32,S006,Thingamajig,1,72.16,72.16,CASH
2025-09-01 19:42:26,S008,Whatsit,5,66.66,333.3,CARD
2025-09-01 16:02:06,S008,Widget,1,112.93,112.93,CARD
2025-09-01 15:03:15,S004,Doodad,2,40.97,81.94,WALLET
2025-09-01 13:45:30,S010,Gadget,3,149.72,449.16,CASH
2025-09-01 17:21:13,S004,Thingamajig,4,93.26,373.04,CARD
2025-09-01 17:59:30,S002,Whatsit,1,62.96,62.96,WALLET
2025-09-01 18:08:12,S001,Whatsit,3,58.13,174.39,WALLET
2025-09-01 17:22:54,S005,Widget,5,114.51,572.55,CARD
2025-09-01 16:21:44,S001,Thingamajig,4,83.48,333.92,WALLET
2025-09-01 08:49:22,S008,Apparatus,3,82.03,246.09,UPI
2025-09-01 15:59:05,S010,Widget,2,114.6,229.2,CARD
2025-09-01 19:51:13,S001,Whatsit,4,60.45,241.8,CARD
2025-09-01 12:14:45,S008,Doodad,4,42.9,171.6,UPI
2025-09-01 12:26:08,S007,Doodad,2,42.75,85.5,UPI
2025-09-01 08:48:01,S010,Doohickey,4,21.17,84.68,CARD
2025-09-01 12:46:50,S008,Apparatus,2,82.08,164.16,WALLET
2025-09-01 19:09:44,S001,Apparatus,1,99.67,99.67,CASH
2025-09-01 09:16:49,S005,Thingamajig,5,79.98,399.9,CARD
2025-09-01 08:58:29,S007,Apparatus,1,102.69,102.69,CARD
2025-09-01 11:54:55,S009,Doodad,2,37.81,75.62,CARD
2025-09-01 10:38:56,S003,Doodad,4,45.9,183.6,CASH
2025-09-01 18:25:45,S007,Gadget,1,176.51,176.51,CARD
2025-09-01 18:41:59,S004,Thingamajig,1,79.45,79.45,UPI
2025-09-01 12:36:54,S002,Doodad,1,40.52,40.52,WALLET
2025-09-01 20:59:47,S003,Widget,5,102.81,514.05,UPI
2025-09-01 22:28:18,S001,Gadget,5,141.27,706.35,WALLET
2025-09-01 17:14:32,S009,Apparatus,2,85.15,170.3,UPI
2025-09-01 09:00:33,S003,Doohickey,1,17.73,17.73,CASH
2025-09-01 15:51:37,S004,Doohickey,5,22.39,111.95,WALLET
2025-09-01 12:54:10,S005,Doohickey,2,22.56,45.12,CASH
2025-09-01 18:11:06,S010,Contraption,4,122.35,489.4,CARD
2025-09-01 22:28:43,S006,Widget,3,116.21,348.63,UPI
2025-09-01 22:04:04,S003,Doohickey,4,19.8,79.2,UPI
2025-09-01 11:16:13,S003,Contraption,5,122.17,610.85,CARD
2025-09-01 11:28:39,S008,Whatsit,5,64.32,321.6,UPI
2025-09-01 17:46:58,S008,Contraption,1,125.94,125.94,UPI
2025-09-01 19:14:36,S003,Doohickey,5,21.24,106.2,UPI
2025-09-01 15:43:29,S005,Contraption,1,124.07,124.07,UPI
2025-09-01 10:26:22,S008,Doodad,4,39.1,156.4,CARD
2025-09-01 10:02:15,S008,Whatsit,5,65.49,327.45,WALLET
2025-09-01 20:53:17,S007,Contraption,2,144.45,288.9,WALLET
2025-09-01 17:24:54,S010,Gadget,3,158.76,476.28,CARD
2025-09-01 13:23:33,S010,Gadget,2,159.27,318.54,CARD
2025-09-01 19:37:13,S008,Doohickey,5,19.69,98.45,CARD
2025-09-01 09:16:34,S009,Whatsit,3,69.52,208.56,UPI
2025-09-01 15:49:20,S003,Gadget,2,142.28,284.56,CARD
2025-09-01 17:20:43,S007,Doohickey,2,20.45,40.9,UPI
2025-09-01 12:17:37,S003,Widget,2,100.24,200.48,CARD
2025-09-01 16:06:22,S004,Thingamajig,4,85.13,340.52,UPI
2025-09-01 14:59:12,S008,Whatsit,4,64.05,256.2,CARD
2025-09-01 08:00:28,S008,Gadget,1,175.31,175.31,WALLET
2025-09-01 19:42:46,S006,Whatsit,2,58.43,116.86,CASH
2025-09-01 15:06:05,S008,Apparatus,1,89.31,89.31,WALLET
2025-09-01 17:26:07,S008,Gadget,5,142.1,710.5,CARD
2025-09-01 19:41:07,S002,Thingamajig,2,89.24,178.48,UPI
2025-09-01 12:10:34,S005,Contraption,1,136.84,136.84,CASH
2025-09-01 19:45:41,S002,Widget,1,106.05,106.05,CASH
2025-09-01 09:36:17,S010,Apparatus,5,105.2,526.0,CASH
2025-09-01 17:47:28,S009,Doohickey,2,20.81,41.62,CARD
2025-09-01 17:59:56,S006,Doohickey,3,21.42,64.26,WALLET
2025-09-01 09:18:57,S003,Widget,3,104.37,313.11,CARD
2025-09-01 16:58:13,S010,Doohickey,1,20.53,20.53,CASH
2025-09-01 12:26:20,S005,Doohickey,1,17.61,17.61,UPI
2025-09-01 16:53:34,S007,Doodad,5,43.57,217.85,CARD
2025-09-01 17:19:52,S006,Doohickey,4,19.97,79.88,CARD
2025-09-01 11:03:48,S005,Gadget,5,155.39,776.95,CARD
2025-09-01 22:49:10,S005,Widget,2,89.63,179.26,WALLET
2025-09-01 15:58:27,S007,Contraption,1,125.76,125.76,UPI
2025-09-01 09:59:00,S005,Gadget,2,157.66,315.32,CASH
2025-09-01 22:32:31,S001,Doohickey,5,22.27,111.35,CARD
2025-09-01 22:22:07,S008,Contraption,3,138.47,415.41,UPI
2025-09-01 11:08:57,S005,Whatsit,1,59.64,59.64,CASH
2025-09-01 21:46:30,S001,Doodad,2,36.36,72.72,WALLET
2025-09-01 17:55:18,S005,Gadget,1,138.49,138.49,CARD
2025-09-01 22:18:15,S003,Doodad,4,42.94,171.76,CASH
2025-09-01 21:29:46,S008,Widget,1,96.57,96.57,WALLET
2025-09-01 18:27:01,S006,Gadget,4,150.82,603.28,WALLET
2025-09-01 15:29:57,S004,Contraption,4,144.93,579.72,CARD
2025-09-01 09:33:18,S009,Apparatus,4,87.36,349.44,CASH
2025-09-01 21:32:40,S005,Thingamajig,1,91.04,91.04,WALLET
2025-09-01 20:52:21,S003,Doohickey,2,22.66,45.32,CARD
2025-09-01 18:25:17,S007,Doohickey,5,22.35,111.75,WALLET
2025-09-01 13:41:02,S007,Doodad,3,46.2,138.6,CASH
2025-09-01 21:42:21,S008,Whatsit,1,53.57,53.57,WALLET
2025-09-01 13:08:41,S010,Whatsit,4,61.73,246.92,WALLET
2025-09-01 15:13:59,S004,Doohickey,3,21.77,65.31,WALLET
2025-09-01 21:16:12,S004,Widget,3,90.82,272.46,WALLET
2025-09-01 16:35:50,S010,Whatsit,5,60.1,300.5,UPI
2025-09-01 09:20:22,S002,Widget,5,104.8,524.0,WALLET
2025-09-01 15:00:51,S003,Doohickey,2,21.23,42.46,WALLET
2025-09-01 19:44:05,S004,Contraption,5,123.91,619.55,CASH
2025-09-01 16:50:12,S005,Thingamajig,4,91.17,364.68,CARD
2025-09-01 18:52:53,S007,Gadget,5,154.95,774.75,UPI
2025-09-01 14:15:17,S010,Apparatus,1,93.86,93.86,CARD
2025-09-01 21:25:35,S004,Widget,4,104.72,418.88,CARD
2025-09-01 18:26:42,S003,Thingamajig,4,89.14,356.56,UPI
2025-09-01 10:43:35,S002,Doodad,2,36.12,72.24,CASH
2025-09-01 20:19:32,S010,Thingamajig,5,76.07,380.35,UPI
2025-09-01 10:33:55,S008,Doohickey,2,22.74,45.48,UPI
2025-09-01 19:32:47,S002,Doohickey,4,19.14,76.56,WALLET
2025-09-01 18:17:13,S003,Apparatus,2,97.26,194.52,WALLET
2025-09-01 12:09:10,S002,Apparatus,1,94.38,94.38,UPI
2025-09-01 18:52:07,S002,Thingamajig,3,90.96,272.88,CASH
2025-09-01 13:00:12,S007,Apparatus,3,81.62,244.86,CARD
2025-09-01 17:33:27,S005,Gadget,2,159.76,319.52,CARD
2025-09-01 10:42:07,S010,Apparatus,1,88.0,88.0,UPI
2025-09-01 10:41:07,S009,Doodad,5,37.3,186.5,CARD
2025-09-01 15:07:33,S003,Thingamajig,5,88.08,440.4,CARD
2025-09-01 14:28:35,S008,Doohickey,2,20.71,41.42,WALLET
2025-09-01 22:48:04,S004,Widget,4,91.0,364.0,CARD
2025-09-01 17:28:52,S003,Whatsit,5,61.15,305.75,CARD
2025-09-01 15:48:30,S005,Doodad,2,42.39,84.78,CASH
2025-09-01 21:53:59,S006,Gadget,1,138.28,138.28,UPI
2025-09-01 18:12:37,S004,Doodad,4,45.54,182.16,WALLET
2025-09-01 13:10:03,S009,Doodad,1,43.84,43.84,CASH
2025-09-01 18:46:23,S007,Gadget,2,163.27,326.54,CASH
2025-09-01 09:49:19,S009,Contraption,4,138.65,554.6,UPI
2025-09-01 12:00:40,S007,Widget,4,97.15,388.6,CARD
2025-09-01 12:27:59,S001,Gadget,4,166.34,665.36,UPI
2025-09-01 22:30:12,S010,Thingamajig,1,94.49,94.49,CASH
2025-09-01 19:10:11,S009,Thingamajig,3,88.41,265.23,CARD
2025-09-01 20:41:19,S004,Contraption,2,122.14,244.28,WALLET
2025-09-01 15:06:02,S001,Whatsit,4,67.57,270.28,WALLET
2025-09-01 17:55:40,S004,Whatsit,1,56.01,56.01,CARD
2025-09-01 21:06:21,S005,Doodad,3,41.26,123.78,UPI
2025-09-01 09:05:09,S004,Doohickey,2,21.33,42.66,UPI
2025-09-01 21:01:46,S001,Widget,2,103.34,206.68,CARD
2025-09-01 19:00:40,S006,Apparatus,4,98.68,394.72,CARD
2025-09-01 08:18:23,S007,Contraption,2,133.9,267.8,CARD
2025-09-01 09:42:05,S009,Doohickey,4,18.01,72.04,CASH
2025-09-01 20:39:21,S001,Gadget,1,146.46,146.46,CARD
2025-09-01 11:06:20,S008,Contraption,1,146.11,146.11,CARD
2025-09-01 19:54:51,S010,Whatsit,3,67.36,202.08,UPI
2025-09-01 17:07:16,S001,Doodad,2,41.11,82.22,WALLET
2025-09-01 19:39:08,S006,Widget,4,92.9,371.6,UPI
2025-09-01 11:24:26,S003,Doodad,5,39.74,198.7,WALLET
2025-09-01 18:19:48,S005,Widget,4,91.84,367.36,UPI
2025-09-01 20:25:05,S001,Apparatus,4,93.75,375.0,CASH
2025-09-01 19:10:04,S001,Whatsit,5,62.79,313.95,CARD
2025-09-01 13:34:41,S006,Widget,5,108.7,543.5,WALLET
2025-09-01 09:15:11,S009,Contraption,2,152.21,304.42,WALLET
2025-09-01 21:05:42,S004,Thingamajig,2,74.86,149.72,UPI
2025-09-01 21:21:40,S010,Whatsit,5,57.18,285.9,UPI
2025-09-01 08:40:06,S005,Apparatus,3,95.4,286.2,WALLET
2025-09-01 14:36:51,S008,Doohickey,2,18.06,36.12,WALLET
2025-09-01 16:56:57,S004,Contraption,5,153.52,767.6,CASH
2025-09-01 10:58:18,S009,Gadget,5,165.12,825.6,CASH
2025-09-01 18:49:23,S007,Contraption,5,150.32,751.6,CARD
2025-09-01 19:22:48,S002,Thingamajig,3,81.77,245.31,UPI
2025-09-01 13:47:20,S009,Gadget,4,137.23,548.92,UPI
2025-09-01 12:26:52,S008,Doodad,5,36.65,183.25,UPI
2025-09-01 18:02:24,S004,Widget,1,117.38,117.38,CASH
2025-09-01 10:38:42,S007,Doohickey,2,18.37,36.74,CASH
2025-09-01 11:13:41,S004,Widget,2,100.09,200.18,CARD
2025-09-01 22:22:59,S004,Widget,1,105.06,105.06,UPI
2025-09-01 21:54:08,S008,Doodad,4,44.33,177.32,CARD
2025-09-01 11:50:57,S009,Widget,3,98.77,296.31,CARD
2025-09-01 22:30:07,S008,Whatsit,2,60.95,121.9,CASH
2025-09-01 14:53:54,S004,Widget,1,104.43,104.43,UPI
2025-09-01 08:05:36,S004,Doodad,3,46.69,140.07,CARD
2025-09-01 13:41:01,S005,Thingamajig,5,81.92,409.6,UPI
2025-09-01 14:59:42,S006,Apparatus,2,84.88,169.76,CARD
2025-09-01 21:26:12,S002,Gadget,5,140.77,703.85,CARD
2025-09-01 13:35:55,S010,Doodad,3,37.31,111.93,CASH
2025-09-01 22:34:34,S004,Whatsit,2,56.4,112.8,CASH
2025-09-01 09:26:28,S001,Gadget,1,138.44,138.44,CARD
2025-09-01 20:32:54,S009,Doodad,1,37.44,37.44,UPI
2025-09-01 19:35:05,S005,Whatsit,3,62.91,188.73,WALLET
2025-09-01 11:34:11,S001,Doohickey,4,19.79,79.16,CASH
2025-09-01 10:04:31,S007,Doodad,5,36.34,181.7,CASH
2025-09-01 20:27:34,S002,Widget,3,92.11,276.33,WALLET
2025-09-01 16:59:13,S004,Gadget,1,177.79,177.79,CARD
2025-09-01 17:40:20,S006,Gadget,4,173.94,695.76,CASH
2025-09-01 17:57:26,S002,Contraption,5,123.64,618.2,CASH
2025-09-01 22:44:46,S005,Widget,2,105.03,210.06,CASH
2025-09-01 11:08:43,S003,Apparatus,5,101.79,508.95,CARD
2025-09-01 13:28:47,S001,Thingamajig,2,91.22,182.44,CASH
2025-09-01 21:37:25,S006,Apparatus,5,83.3,416.5,CARD
2025-09-01 16:01:34,S008,Contraption,2,147.53,295.06,CASH
2025-09-01 18:18:33,S006,Contraption,4,150.36,601.44,CARD
2025-09-01 19:04:40,S005,Doodad,3,37.8,113.4,CARD
2025-09-01 19:09:56,S002,Doodad,1,38.58,38.58,CARD
2025-09-01 22:10:45,S003,Whatsit,4,63.64,254.56,CASH
2025-09-01 08:29:16,S006,Contraption,2,137.37,274.74,CASH
2025-09-01 19:15:57,S009,Contraption,2,116.57,233.14,CARD
2025-09-01 20:11:07,S010,Gadget,2,137.64,275.28,CARD
2025-09-01 11:16:10,S002,Widget,1,95.03,95.03,CASH
2025-09-01 16:41:51,S002,Thingamajig,1,93.42,93.42,WALLET
2025-09-01 20:01:11,S009,Doodad,4,39.38,157.52,WALLET
2025-09-01 17:11:59,S001,Thingamajig,3,87.14,261.42,CARD
2025-09-01 21:24:04,S004,Doohickey,5,21.3,106.5,CASH
2025-09-01 15:18:14,S006,Contraption,4,118.46,473.84,UPI
2025-09-01 08:53:37,S010,Widget,5,108.47,542.35,CASH
2025-09-01 16:28:40,S007,Gadget,1,152.84,152.84,CASH
