order_time,store_id,item,quantity,price,payment_type
2025-09-03 15:21:08,S002,Apparatus,1,90.23,CARD
2025-09-03 13:02:16,S006,Contraption,5,136.73,CARD
2025-09-03 14:32:53,S004,Contraption,5,140.13,CASH
2025-09-03 22:35:11,S005,Doohickey,4,21.7,CASH
2025-09-03 16:15:58,S002,Gadget,2,166.98,CASH
2025-09-03 14:30:44,S009,Contraption,2,153.8,CASH
2025-09-03 17:30:07,S008,Contraption,2,130.83,UPI
2025-09-03 09:49:05,S003,Contraption,5,138.74,UPI
2025-09-03 09:28:42,S009,Contraption,3,139.92,WALLET
2025-09-03 09:20:47,S001,Apparatus,5,86.64,WALLET
2025-09-03 20:59:33,S006,Thingamajig,2,91.85,CARD
2025-09-03 09:06:15,S006,Widget,3,91.68,WALLET
2025-09-03 13:51:05,S005,Whatsit,5,57.56,CASH
2025-09-03 19:22:08,S005,Thingamajig,3,76.25,CARD
2025-09-03 08:44:41,S008,Doodad,4,42.75,CASH
2025-09-03 13:49:51,S008,Apparatus,1,102.8,CASH
2025-09-03 09:34:19,S008,Thingamajig,4,84.08,CARD
2025-09-03 22:29:30,S009,Doohickey,4,22.44,WALLET
2025-09-03 08:44:03,S003,Apparatus,4,91.82,WALLET
2025-09-03 22:50:11,S001,Whatsit,5,63.14,UPI
2025-09-03 17:22:08,S004,Widget,1,117.65,WALLET
2025-09-03 12:16:35,S005,Whatsit,2,57.82,CARD
2025-09-03 22:44:16,S010,Doodad,4,44.64,UPI
2025-09-03 14:30:11,S002,Doodad,2,35.81,CASH
2025-09-03 22:31:32,S007,Doohickey,5,22.53,UPI
2025-09-03 15:49:41,S010,Doodad,4,41.12,CASH
2025-09-03 12:10:56,S009,Doohickey,2,18.37,UPI
2025-09-03 17:46:07,S009,Thingamajig,5,75.61,UPI
2025-09-03 14:45:17,S006,Thingamajig,3,91.89,WALLET
2025-09-03 10:05:52,S001,Contraption,5,140.18,CASH
2025-09-03 21:41:07,S005,Whatsit,4,64.01,CARD
2025-09-03 22:30:34,S009,Contraption,1,124.65,CARD
2025-09-03 22:14:15,S004,Doodad,4,35.9,CARD
2025-09-03 13:29:15,S007,Doodad,3,44.8,WALLET
2025-09-03 16:00:03,S009,Thingamajig,3,72.79,WALLET
2025-09-03 13:00:03,S005,Apparatus,3,93.64,CARD
2025-09-03 11:31:26,S002,Widget,2,107.23,CASH
2025-09-03 11:21:09,S010,Doodad,4,40.83,WALLET
2025-09-03 16:37:51,S001,Gadget,3,170.92,CARD
2025-09-03 09:56:02,S007,Whatsit,1,67.94,CARD
2025-09-03 16:07:56,S004,Widget,3,112.92,UPI
2025-09-03 20:18:06,S003,Doodad,1,39.01,UPI
2025-09-03 09:02:03,S009,Doohickey,4,21.81,WALLET
2025-09-03 09:10:32,S002,Whatsit,2,70.54,UPI
2025-09-03 08:34:22,S003,Gadget,5,161.27,CASH
2025-09-03 08:36:42,S006,Widget,4,108.69,UPI
2025-09-03 21:35:43,S008,Apparatus,2,89.35,UPI
2025-09-03 19:06:08,S004,Gadget,1,158.68,CARD
2025-09-03 15:35:49,S003,Apparatus,2,80.33,WALLET
2025-09-03 08:06:04,S007,Thingamajig,1,75.94,UPI
2025-09-03 11:57:04,S010,Thingamajig,1,73.9,UPI
2025-09-03 18:58:25,S007,Doodad,2,37.41,UPI
2025-09-03 14:31:16,S009,Doohickey,1,18.98,CARD
2025-09-03 17:20:46,S008,Whatsit,3,63.74,CARD
2025-09-03 08:55:48,S007,Widget,5,109.65,UPI
2025-09-03 10:24:16,S010,Gadget,2,138.21,CARD
2025-09-03 14:13:03,S002,Gadget,2,145.45,CASH
2025-09-03 11:46:17,S010,Contraption,1,153.05,UPI
2025-09-03 11:20:44,S002,Thingamajig,2,94.38,UPI
2025-09-03 14:38:40,S002,Whatsit,5,64.39,CARD
2025-09-03 15:44:03,S005,Contraption,1,141.09,UPI
2025-09-03 10:39:34,S009,Doohickey,5,18.76,CASH
2025-09-03 11:56:49,S009,Apparatus,5,94.42,CARD
2025-09-03 14:43:51,S010,Thingamajig,4,88.54,UPI
2025-09-03 15:29:29,S009,Thingamajig,2,81.6,WALLET
2025-09-03 10:17:57,S008,Contraption,2,139.55,CARD
2025-09-03 09:37:29,S003,Whatsit,5,59.29,UPI
2025-09-03 13:19:58,S009,Apparatus,2,96.33,CASH
2025-09-03 14:02:38,S007,Doohickey,4,20.29,UPI
2025-09-03 12:57:07,S009,Widget,1,118.02,UPI
2025-09-03 22:32:18,S010,Doodad,1,36.95,WALLET
2025-09-03 17:07:47,S006,Gadget,4,146.04,UPI
2025-09-03 20:19:48,S006,Doodad,2,36.03,CARD
2025-09-03 19:30:58,S010,Gadget,2,178.28,CASH
2025-09-03 08:15:01,S009,Contraption,5,132.27,CARD
2025-09-03 16:46:47,S010,Whatsit,3,59.31,CARD
2025-09-03 08:07:50,S010,Apparatus,2,89.91,CARD
2025-09-03 12:00:12,S007,Whatsit,2,61.18,WALLET
2025-09-03 17:38:06,S009,Thingamajig,1,78.52,CASH
2025-09-03 22:33:04,S008,Gadget,5,151.96,WALLET
2025-09-03 08:54:53,S006,Whatsit,1,56.64,CASH
2025-09-03 20:33:50,S003,Doohickey,3,22.3,UPI
2025-09-03 17:26:29,S007,Doohickey,1,17.59,UPI
2025-09-03 21:18:40,S002,Widget,3,98.94,CARD
2025-09-03 19:27:12,S008,Whatsit,4,65.3,WALLET
2025-09-03 21:04:14,S010,Apparatus,1,100.84,WALLET
2025-09-03 16:59:48,S003,Doohickey,2,18.84,CARD
2025-09-03 10:50:57,S006,Apparatus,4,104.0,CARD
2025-09-03 17:56:52,S010,Gadget,5,144.03,CARD
2025-09-03 11:14:21,S006,Thingamajig,4,88.88,WALLET
2025-09-03 16:21:18,S001,Whatsit,4,63.44,UPI
2025-09-03 11:15:13,S009,Doohickey,3,17.33,CARD
2025-09-03 21:54:39,S005,Contraption,3,146.59,CASH
2025-09-03 13:48:58,S004,Doodad,4,39.41,CASH
2025-09-03 19:30:16,S008,Whatsit,3,57.18,CARD
2025-09-03 21:03:17,S005,Apparatus,2,83.61,CASH
2025-09-03 22:42:46,S003,Thingamajig,3,83.66,UPI
2025-09-03 14:53:13,S004,Gadget,3,141.43,WALLET
2025-09-03 12:10:57,S008,Thingamajig,3,72.37,CASH
2025-09-03 20:48:58,S005,Gadget,4,160.38,CARD
2025-09-03 19:45:35,S003,Contraption,1,128.71,CARD
2025-09-03 20:08:13,S010,Contraption,3,124.77,CARD
2025-09-03 22:51:20,S009,Doodad,4,44.02,UPI
2025-09-03 11:56:52,S007,Doodad,4,41.67,UPI
2025-09-03 20:14:35,S007,Gadget,3,140.24,CASH
2025-09-03 10:57:21,S008,Gadget,5,150.34,WALLET
2025-09-03 12:49:47,S002,Widget,2,90.49,CASH
2025-09-03 08:53:15,S008,Apparatus,2,85.96,UPI
2025-09-03 14:40:38,S007,Gadget,1,170.29,CARD
2025-09-03 11:16:36,S007,Doodad,1,44.92,CARD
2025-09-03 13:17:34,S001,Widget,1,104.81,CARD
2025-09-03 12:20:03,S004,Doohickey,2,17.52,WALLET
2025-09-03 16:31:02,S009,Thingamajig,5,84.32,UPI
2025-09-03 21:08:55,S010,Apparatus,3,87.1,WALLET
2025-09-03 08:02:07,S002,Doodad,3,37.17,CARD
2025-09-03 16:57:39,S002,Doohickey,1,19.72,CASH
2025-09-03 19:13:39,S005,Widget,1,106.22,UPI
2025-09-03 20:32:01,S010,Doohickey,1,17.54,WALLET
2025-09-03 09:16:08,S003,Contraption,4,138.57,UPI
2025-09-03 15:28:17,S010,Whatsit,4,62.08,CASH
2025-09-03 18:17:42,S005,Whatsit,4,57.82,CASH
2025-09-03 11:58:02,S005,Widget,2,114.04,WALLET
2025-09-03 21:20:52,S007,Contraption,4,144.52,UPI
2025-09-03 22:40:09,S002,Doohickey,1,20.29,UPI
2025-09-03 21:46:11,S007,Doodad,3,42.95,UPI
2025-09-03 13:16:32,S002,Apparatus,1,99.1,WALLET
2025-09-03 10:28:10,S008,Thingamajig,5,82.3,WALLET
2025-09-03 20:22:09,S003,Doodad,1,45.14,UPI
2025-09-03 11:43:52,S003,Widget,3,108.01,WALLET
2025-09-03 09:03:04,S002,Doohickey,5,17.61,UPI
2025-09-03 15:34:41,S002,Widget,3,116.43,CARD
2025-09-03 19:25:25,S010,Doohickey,5,21.56,WALLET
2025-09-03 20:14:17,S006,Thingamajig,3,75.8,WALLET
2025-09-03 14:11:55,S002,Thingamajig,3,80.54,CASH
2025-09-03 14:18:36,S008,Doodad,4,36.65,CARD
2025-09-03 21:09:20,S005,Thingamajig,5,85.2,CASH
2025-09-03 17:13:01,S002,Whatsit,5,63.57,CASH
2025-09-03 21:14:21,S009,Widget,4,118.59,WALLET
2025-09-03 21:32:48,S010,Gadget,2,152.01,CASH
2025-09-03 14:42:50,S009,Contraption,1,117.03,WALLET
2025-09-03 09:27:37,S006,Contraption,1,148.98,WALLET
2025-09-03 10:04:14,S001,Doohickey,5,18.93,WALLET
2025-09-03 12:31:56,S009,Widget,3,100.79,CASH
2025-09-03 13:00:19,S004,Contraption,5,142.1,UPI
2025-09-03 10:28:52,S010,Widget,3,96.72,UPI
2025-09-03 22:01:29,S009,Gadget,4,146.08,CASH
2025-09-03 19:07:51,S006,Apparatus,5,83.63,CASH
2025-09-03 13:15:03,S002,Contraption,2,135.44,UPI
2025-09-03 21:05:25,S004,Doohickey,2,17.98,CARD
2025-09-03 19:41:09,S007,Widget,1,92.92,CASH
2025-09-03 10:48:35,S005,Doohickey,4,19.62,UPI
2025-09-03 21:34:35,S007,Thingamajig,4,89.99,UPI
2025-09-03 10:45:48,S005,Whatsit,4,59.01,WALLET
2025-09-03 14:29:34,S001,Doodad,3,39.66,CASH
2025-09-03 22:47:45,S002,Thingamajig,5,86.65,CARD
2025-09-03 20:26:08,S009,Doodad,1,35.29,CASH
2025-09-03 09:08:13,S010,Doohickey,2,21.82,CARD
2025-09-03 18:32:30,S006,Doohickey,2,20.26,CASH
2025-09-03 15:29:41,S002,Gadget,4,174.1,WALLET
2025-09-03 14:05:10,S004,Whatsit,4,69.3,CARD
2025-09-03 16:04:40,S006,Apparatus,2,103.65,WALLET
2025-09-03 18:07:42,S009,Doodad,1,43.4,UPI
2025-09-03 18:18:32,S004,Widget,3,115.77,CARD
2025-09-03 20:19:17,S008,Doodad,4,43.07,CASH
2025-09-03 11:55:26,S008,Doodad,3,45.34,CASH
2025-09-03 12:12:04,S008,Doohickey,5,18.78,CARD
2025-09-03 13:37:07,S003,Doohickey,4,22.51,CASH
2025-09-03 22:28:34,S002,Contraption,2,132.15,CARD
2025-09-03 19:54:36,S005,Apparatus,2,97.73,CARD
2025-09-03 14:29:09,S009,Thingamajig,2,94.62,UPI
2025-09-03 17:39:20,S003,Thingamajig,5,87.35,WALLET
2025-09-03 11:47:01,S003,Thingamajig,2,84.28,CASH
2025-09-03 09:06:29,S003,Widget,1,116.17,CASH
2025-09-03 20:32:33,S004,Widget,4,104.74,CARD
2025-09-03 20:36:00,S005,Doodad,5,45.51,WALLET
2025-09-03 15:34:54,S006,Apparatus,2,94.04,WALLET
2025-09-03 15:53:56,S005,Gadget,3,141.04,WALLET
2025-09-03 10:11:56,S002,Widget,2,103.66,WALLET
2025-09-03 15:07:10,S005,Doohickey,1,20.32,CARD
2025-09-03 11:41:57,S005,Contraption,4,150.44,UPI
2025-09-03 17:53:45,S003,Apparatus,3,98.81,WALLET
2025-09-03 12:53:46,S002,Contraption,5,135.51,CASH
2025-09-03 22:22:29,S008,Apparatus,3,97.43,UPI
2025-09-03 20:05:50,S007,Widget,5,92.7,CARD
2025-09-03 11:41:00,S009,Doohickey,2,22.51,CASH
2025-09-03 11:09:00,S002,Gadget,1,155.43,UPI
2025-09-03 16:13:39,S005,Doohickey,4,17.74,CARD
2025-09-03 14:15:02,S009,Thingamajig,3,79.59,CASH
2025-09-03 22:18:14,S006,Widget,5,108.12,WALLET
2025-09-03 22:07:15,S001,Whatsit,1,67.38,CARD
2025-09-03 18:31:34,S006,Gadget,3,174.21,CASH
2025-09-03 14:14:47,S008,Thingamajig,4,89.86,CARD
2025-09-03 18:52:23,S005,Contraption,5,127.26,CARD
2025-09-03 08:38:35,S002,Contraption,4,130.21,UPI
2025-09-03 11:30:59,S009,Doohickey,1,19.48,UPI
2025-09-03 17:46:53,S001,Widget,1,93.82,CARD
2025-09-03 15:44:07,S009,Thingamajig,3,93.73,UPI
2025-09-03 10:00:38,S004,Thingamajig,4,87.26,UPI
2025-09-03 17:07:44,S001,Doohickey,1,20.49,CARD
2025-09-03 14:41:17,S005,Thingamajig,1,87.64,CARD
2025-09-03 20:58:40,S008,Doodad,2,36.67,WALLET
2025-09-03 18:07:01,S009,Whatsit,4,70.22,CARD
2025-09-03 10:03:51,S006,Widget,2,90.33,CARD
2025-09-03 19:02:32,S002,Thingamajig,4,90.62,CARD
2025-09-03 14:11:04,S009,Contraption,5,132.32,UPI
2025-09-03 19:55:36,S009,Doohickey,3,17.34,CASH
2025-09-03 21:02:58,S009,Apparatus,2,83.57,UPI
2025-09-03 11:25:48,S005,Doohickey,3,22.24,CASH
2025-09-03 09:16:15,S002,Doohickey,1,21.87,CARD
2025-09-03 11:06:57,S004,Widget,1,94.2,CARD
2025-09-03 10:30:28,S005,Gadget,4,141.04,UPI
2025-09-03 15:46:14,S010,Widget,3,104.59,CARD
2025-09-03 17:09:42,S001,Doohickey,1,20.66,CARD
2025-09-03 10:07:57,S008,Apparatus,4,100.84,UPI
2025-09-03 10:17:12,S001,Apparatus,4,94.95,CARD
2025-09-03 13:37:10,S009,Doohickey,2,18.68,CASH
2025-09-03 20:24:30,S004,Apparatus,3,85.24,CARD
2025-09-03 14:41:06,S008,Contraption,3,126.29,UPI
2025-09-03 20:34:29,S005,Thingamajig,5,87.13,CARD
2025-09-03 08:41:11,S003,Widget,3,103.26,UPI
2025-09-03 08:21:09,S003,Widget,4,95.97,CARD
2025-09-03 09:46:40,S008,Widget,2,102.59,WALLET
2025-09-03 09:06:18,S006,Thingamajig,4,72.38,CASH
2025-09-03 11:50:34,S002,Whatsit,2,58.78,WALLET
2025-09-03 14:28:32,S002,Whatsit,2,56.5,CARD
2025-09-03 12:41:33,S005,Doohickey,1,22.76,CASH
2025-09-03 21:08:00,S009,Whatsit,1,69.36,WALLET
2025-09-03 14:58:22,S003,Apparatus,5,88.13,WALLET
2025-09-03 13:52:55,S002,Whatsit,1,56.46,UPI
2025-09-03 12:59:59,S007,Thingamajig,5,77.3,CARD
2025-09-03 22:49:01,S002,Whatsit,1,65.06,WALLET
2025-09-03 09:19:09,S001,Widget,1,117.24,UPI
2025-09-03 20:00:58,S005,Widget,5,113.04,WALLET
2025-09-03 18:21:59,S005,Doodad,3,41.47,CARD
2025-09-03 20:26:52,S006,Contraption,1,140.2,WALLET
2025-09-03 11:12:03,S002,Thingamajig,1,81.49,CARD
2025-09-03 19:42:57,S003,Widget,3,108.01,UPI
2025-09-03 21:32:53,S007,Doohickey,5,22.03,UPI
2025-09-03 10:47:04,S009,Apparatus,2,93.35,UPI
2025-09-03 14:09:47,S001,Doohickey,1,22.39,CASH
2025-09-03 12:54:17,S008,Gadget,3,164.24,WALLET
2025-09-03 08:20:34,S004,Widget,5,107.31,CASH
2025-09-03 16:36:54,S009,Whatsit,1,70.11,UPI
2025-09-03 22:12:22,S010,Whatsit,1,61.99,CASH
2025-09-03 08:39:14,S003,Contraption,2,145.99,CARD
2025-09-03 09:27:39,S004,Widget,4,111.65,UPI
2025-09-03 19:46:45,S008,Doodad,2,36.52,CASH
2025-09-03 22:50:03,S002,Contraption,1,151.52,CARD
2025-09-03 10:42:16,S007,Apparatus,3,91.47,CASH
2025-09-03 17:19:01,S006,Doodad,1,35.53,WALLET
2025-09-03 20:35:58,S007,Widget,5,105.05,WALLET
2025-09-03 13:37:27,S007,Thingamajig,4,93.08,CASH
2025-09-03 22:57:23,S006,Doohickey,5,19.34,WALLET
2025-09-03 08:30:28,S010,Whatsit,4,69.46,CASH
2025-09-03 18:42:39,S010,Gadget,1,150.98,CASH
2025-09-03 11:42:19,S006,Widget,4,96.78,UPI
2025-09-03 14:41:13,S008,Doodad,1,44.68,CASH
2025-09-03 09:31:06,S004,Whatsit,1,70.24,CASH
2025-09-03 18:46:41,S003,Gadget,2,140.34,UPI
2025-09-03 20:06:53,S005,Doodad,4,38.98,CARD
2025-09-03 19:13:04,S004,Apparatus,3,94.98,WALLET
2025-09-03 16:53:09,S007,Doohickey,5,20.13,CASH
2025-09-03 13:29:24,S004,Gadget,2,165.47,WALLET
2025-09-03 12:13:27,S003,Whatsit,4,57.28,WALLET
2025-09-03 20:06:25,S008,Contraption,5,151.89,CARD
2025-09-03 12:46:51,S006,Doohickey,1,20.43,CARD
2025-09-03 18:01:50,S010,Doohickey,2,20.41,UPI
2025-09-03 16:36:15,S006,Doohickey,4,17.43,CARD
2025-09-03 17:42:43,S003,Doodad,3,40.95,CASH
2025-09-03 18:16:47,S010,Doodad,3,35.49,CARD
2025-09-03 19:19:13,S010,Thingamajig,4,87.11,CARD
2025-09-03 20:15:14,S001,Whatsit,4,65.49,CARD
2025-09-03 17:08:15,S006,Apparatus,2,105.07,UPI
2025-09-03 16:48:23,S006,Doodad,4,38.17,UPI
2025-09-03 10:22:53,S008,Widget,5,107.64,WALLET
2025-09-03 22:14:43,S010,Gadget,3,171.42,CARD
2025-09-03 16:31:59,S010,Apparatus,5,101.28,UPI
2025-09-03 11:44:25,S007,Doohickey,3,21.27,CASH
2025-09-03 11:02:15,S001,Contraption,1,123.89,CASH
2025-09-03 10:39:14,S001,Contraption,4,118.52,WALLET
2025-09-03 19:24:54,S009,Doodad,4,43.51,CASH
2025-09-03 11:11:47,S007,Whatsit,4,65.74,CARD
2025-09-03 20:58:31,S006,Apparatus,4,102.21,CASH
2025-09-03 12:35:57,S010,Widget,1,104.62,UPI
2025-09-03 09:30:41,S007,Thingamajig,3,77.86,UPI
2025-09-03 15:01:31,S010,Contraption,2,134.06,CASH
2025-09-03 18:07:45,S003,Apparatus,2,80.24,CARD
2025-09-03 13:15:35,S002,Widget,3,118.06,WALLET
2025-09-03 19:23:21,S009,Doohickey,5,21.53,WALLET
2025-09-03 17:53:34,S006,Widget,1,97.64,CASH
2025-09-03 20:38:28,S005,Gadget,2,176.88,CARD
2025-09-03 11:58:21,S010,Contraption,1,141.43,WALLET
2025-09-03 20:56:28,S006,Gadget,2,148.52,WALLET
2025-09-03 08:10:56,S004,Gadget,3,151.82,CARD
2025-09-03 22:27:17,S009,Thingamajig,2,74.68,WALLET
2025-09-03 20:14:58,S007,Thingamajig,2,81.1,UPI
2025-09-03 16:58:00,S008,Doohickey,1,19.62,CARD
2025-09-03 21:22:49,S005,Doohickey,3,18.86,UPI
2025-09-03 21:58:35,S010,Contraption,4,118.8,CARD
2025-09-03 09:28:24,S009,Doohickey,3,19.85,WALLET
2025-09-03 22:24:11,S002,Contraption,4,130.44,WALLET
2025-09-03 17:35:31,S007,Gadget,5,160.25,CARD
2025-09-03 15:28:24,S009,Thingamajig,1,89.35,CASH
2025-09-03 08:29:06,S006,Whatsit,3,55.59,CARD
2025-09-03 12:31:47,S003,Thingamajig,2,83.91,CASH
2025-09-03 08:02:30,S004,Gadget,1,158.25,UPI
2025-09-03 13:24:30,S010,Doodad,3,42.42,WALLET
2025-09-03 20:00:26,S006,Whatsit,5,67.75,CASH
2025-09-03 13:50:51,S005,Whatsit,1,59.9,WALLET
2025-09-03 13:01:47,S005,Whatsit,5,56.28,CARD
2025-09-03 14:51:04,S009,Thingamajig,5,81.13,WALLET
2025-09-03 22:52:35,S005,Contraption,1,119.72,CASH
2025-09-03 09:32:10,S010,Widget,4,103.05,UPI
2025-09-03 12:08:28,S008,Widget,2,117.68,UPI
2025-09-03 09:50:47,S009,Gadget,4,135.33,WALLET
2025-09-03 22:48:32,S006,Whatsit,4,62.96,CARD
2025-09-03 22:34:11,S008,Widget,1,113.97,WALLET
2025-09-03 16:50:43,S003,Contraption,1,119.57,UPI
2025-09-03 10:41:09,S002,Contraption,3,136.71,CARD
2025-09-03 21:06:06,S007,Apparatus,3,87.59,CASH
2025-09-03 21:39:25,S007,Contraption,5,148.3,CASH
2025-09-03 21:39:10,S001,Widget,3,105.04,UPI
2025-09-03 09:11:18,S010,Doohickey,5,19.59,WALLET
2025-09-03 10:59:38,S001,Thingamajig,3,77.63,CASH
2025-09-03 18:09:59,S002,Doodad,4,45.56,CARD
2025-09-03 14:35:41,S010,Whatsit,5,65.56,CARD
2025-09-03 16:32:28,S005,Gadget,3,152.66,UPI
2025-09-03 18:06:27,S002,Thingamajig,4,87.57,CARD
2025-09-03 10:04:21,S003,Gadget,1,145.49,CARD
2025-09-03 15:21:58,S003,Whatsit,1,56.48,CASH
2025-09-03 19:34:18,S003,Whatsit,4,60.08,CASH
2025-09-03 19:28:47,S003,Gadget,5,167.57,CARD
2025-09-03 21:10:05,S008,Gadget,3,169.06,WALLET
2025-09-03 22:02:08,S003,Widget,3,100.66,WALLET
2025-09-03 20:32:04,S010,Apparatus,1,97.08,CASH
2025-09-03 14:43:53,S009,Widget,5,97.7,WALLET
2025-09-03 14:00:46,S002,Whatsit,2,70.61,WALLET
2025-09-03 18:12:23,S007,Gadget,5,142.92,WALLET
2025-09-03 08:20:45,S005,Doodad,5,45.9,CARD
2025-09-03 14:17:11,S002,Widget,5,116.05,CASH
2025-09-03 09:04:32,S005,Widget,2,117.95,CARD
2025-09-03 08:36:19,S008,Apparatus,4,89.96,CARD
2025-09-03 17:30:13,S005,Gadget,4,149.87,UPI
2025-09-03 18:03:57,S002,Whatsit,1,62.69,CASH
2025-09-03 13:25:32,S005,Widget,3,105.41,CARD
2025-09-03 16:13:55,S010,Contraption,1,142.63,CARD
2025-09-03 18:50:48,S005,Whatsit,1,55.28,UPI
2025-09-03 15:36:05,S001,Gadget,3,134.44,WALLET
2025-09-03 17:51:47,S005,Apparatus,5,93.25,CARD
2025-09-03 10:13:51,S008,Thingamajig,5,92.02,UPI
2025-09-03 19:57:14,S008,Contraption,4,125.95,CARD
2025-09-03 20:49:46,S004,Doodad,2,39.99,CASH
2025-09-03 14:28:06,S010,Doohickey,4,21.67,UPI
2025-09-03 08:13:12,S001,Doodad,2,38.11,WALLET
2025-09-03 14:10:46,S002,Contraption,3,143.36,UPI
2025-09-03 13:20:56,S007,Contraption,1,129.5,CASH
2025-09-03 19:02:21,S004,Apparatus,5,106.35,UPI
2025-09-03 08:27:27,S010,Doodad,3,43.98,WALLET
2025-09-03 15:41:59,S005,Widget,2,97.29,CARD
2025-09-03 11:35:32,S003,Doodad,2,36.61,WALLET
2025-09-03 21:10:40,S010,Doohickey,2,21.51,UPI
2025-09-03 15:10:48,S002,Widget,2,96.67,CASH
2025-09-03 13:24:43,S009,Whatsit,4,55.49,CARD
2025-09-03 22:36:49,S007,Thingamajig,4,81.95,CARD
2025-09-03 15:20:26,S003,Apparatus,2,84.78,CASH
2025-09-03 14:58:43,S002,Whatsit,5,67.66,UPI
2025-09-03 20:37:07,S002,Whatsit,5,57.98,CARD
2025-09-03 18:27:55,S003,Apparatus,4,82.73,CASH
2025-09-03 08:12:47,S007,Doodad,2,46.41,CASH
2025-09-03 18:44:32,S007,Widget,1,104.29,WALLET
2025-09-03 16:32:36,S009,Contraption,2,152.77,UPI
2025-09-03 22:51:33,S006,Doodad,2,36.0,UPI
2025-09-03 15:14:02,S008,Whatsit,2,69.26,CARD
2025-09-03 15:23:45,S009,Doodad,4,38.18,WALLET
2025-09-03 16:15:45,S010,Contraption,2,126.67,WALLET
2025-09-03 13:41:37,S003,Contraption,1,140.9,CARD
2025-09-03 20:13:27,S007,Whatsit,2,63.45,UPI
2025-09-03 10:56:26,S010,Gadget,3,158.06,WALLET
2025-09-03 09:18:37,S001,Thingamajig,1,80.94,WALLET
2025-09-03 18:34:30,S008,Thingamajig,4,75.81,CARD
2025-09-03 08:31:53,S008,Apparatus,5,102.34,WALLET
2025-09-03 22:58:27,S005,Thingamajig,4,77.02,WALLET
2025-09-03 16:02:00,S009,Thingamajig,5,78.36,UPI
2025-09-03 20:58:38,S008,Doohickey,2,18.25,UPI
2025-09-03 19:57:45,S010,Whatsit,3,55.68,CASH
2025-09-03 11:00:29,S007,Apparatus,5,105.15,UPI
2025-09-03 19:36:13,S008,Widget,5,107.05,WALLET
2025-09-03 21:24:45,S010,Thingamajig,1,89.19,CARD
2025-09-03 19:19:36,S004,Apparatus,4,89.6,CARD
2025-09-03 14:29:15,S009,Gadget,3,173.57,UPI
2025-09-03 15:56:43,S009,Apparatus,3,100.06,CARD
2025-09-03 09:59:42,S002,Doohickey,5,19.43,CARD
2025-09-03 17:49:39,S002,Widget,5,101.79,CARD
2025-09-03 16:59:02,S001,Doodad,2,39.83,CARD
2025-09-03 20:00:36,S008,Gadget,5,160.42,WALLET
2025-09-03 22:37:32,S003,Gadget,2,144.03,WALLET
2025-09-03 19:59:03,S008,Widget,1,112.45,CASH
2025-09-03 15:51:22,S003,Gadget,5,157.4,CASH
2025-09-03 11:14:17,S006,Apparatus,1,96.19,WALLET
2025-09-03 18:58:38,S006,Thingamajig,4,74.39,UPI
